기준년월,HSK품목코드,수출입구분코드,수산물수출입품목명,수출입구분명,당월수출입중량(킬로그램),당월수출입미화금액(달러),당해누계수출입중량(킬로그램),당해누계수출입미화금액(달러)
23-Jul,106199000,E,기타 포유동물,수출,182,23188,1686,117524
23-Jul,106201000,E,뱀,수출,4,3446,60,13987
23-Jul,106203000,E,거북,수출,2,170,31,50650
23-Jul,106209000,E,기타 파충류,수출,130,67924,935,1024019
23-Jul,301119000,E,기타(활어)(비단잉어 외  민물의 것),수출,0,0,155,2761
23-Jul,301190000,E,기타(활어)(민물의 것),수출,0,0,1980,98891
23-Jul,301921000,E,실뱀장어(한마리당 0.3그램 이하인 것으로서 양식용으로 한정),수출,0,0,300,8610
23-Jul,301929090,E,뱀장어(앵궐라종),수출,0,0,30,816
23-Jul,301992000,E,방어(활어),수출,0,0,127,4433
23-Jul,301994091,E,돔(기타/ 참돔),수출,360,3971,2365,27182
23-Jul,301994099,E,돔(기타/ 기타),수출,12,234,48,936
23-Jul,301995000,E,붕장어(활어),수출,128379,1433034,872868,9379541
23-Jul,301996000,E,갯장어(sharp toothed eel/활어),수출,3729,117670,8472,250456
23-Jul,301998000,E,넙치(활어),수출,177306,3206845,1264381,23326761
23-Jul,301999020,E,복어(활어),수출,0,0,2508,40033
23-Jul,301999040,E,볼락(적어포함/활어),수출,1345,33223,9987,263329
23-Jul,301999060,E,숭어(활어),수출,20,173,262,3354
23-Jul,301999070,E,미꾸라지(활어),수출,403,8654,3882,85928
23-Jul,301999099,E,기타어류(활어),수출,2264,82540,55085,1261034
23-Jul,302130000,E,태평양연어(옹코링쿠스-넬카/고르부스카/케타/차비차/키수츠/마소/로드루스),수출,60,2382,60,2382
23-Jul,302140000,E,대서양 연어(신선 또는 냉장)(살모 살라) 및 다뉴브 연어(후코 후코),수출,745,19458,6347,177937
23-Jul,302210000,E,넙치(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외),수출,9398,206424,70262,1520581
23-Jul,302220000,E,가자미(간장/ 어란제외/신선/ 냉장/피레트/어육제외),수출,0,0,618,9547
23-Jul,302240000,E,터벗(신선 또는 냉장)(프세타 맥시마),수출,5570,197835,22712,801636
23-Jul,302290000,E,기타 넙치류(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외),수출,20744,107210,1076552,2520575
23-Jul,302340000,E,눈다랑어(터너스오베서스/신선/냉장),수출,0,0,30,267
23-Jul,302352000,E,태평양 참다랑어(신선 또는 냉장)(터너스 오리엔탈리스),수출,108,3519,801,25836
23-Jul,302390000,E,기타(신선/냉장),수출,0,0,233534,1402283
23-Jul,302410000,E,청어(신선 또는 냉장)(클루페아 하렌구스/클루페아 팔라시),수출,0,0,3485,4082
23-Jul,302420000,E,멸치(신선 또는 냉장)(엔그라울리스종),수출,0,0,157,2427
23-Jul,302430000,E,정어리(신선 또는 냉장)(사르디나 필차르두스/사르디노프스종),수출,0,0,1336,2700
23-Jul,302440000,E,고등어(신선 또는 냉장)(스콤버-스콤브루스/오스트랄시쿠스/자포니쿠스)),수출,0,0,15955,103528
23-Jul,302450000,E,전갱이(신선 또는 냉장)(트라커러스종),수출,27791,67541,174938,372657
23-Jul,302491000,E,삼치[스콤버로모러스(Scomberomorus)종],수출,31984,192412,353077,2142477
23-Jul,302492000,E,병어[팜푸스(Pampus)종],수출,5435,61135,5699,65727
23-Jul,302493000,E,꽁치[콜로라비스 사이라(Cololabis saira)],수출,0,0,18,707
23-Jul,302499000,E,기타,수출,0,0,2891,78167
23-Jul,302720000,E,메기(신선 또는 냉장)(판가시우스종/실루러스종/클라리아스종/익타루러스종),수출,21,65,308,1886
23-Jul,302730000,E,잉어(신선 또는 냉장)(사이프리너스 카르피오/카라시우스 카라시우스/크테노파린고돈 이델루스/하이포프탈미크티스종/시리누스종/마일로파린고돈 피세우스),수출,3,13,3,13
23-Jul,302740000,E,뱀장어(신선 또는 냉장)(앵귈라종),수출,26,907,162,5806
23-Jul,302790000,E,기타(신선 또는 냉장)(틸라피아/메기/잉어/뱀장어 외 기타),수출,0,0,4,60
23-Jul,302820000,E,가오리와 홍어(라지대과)(신선 또는 냉장),수출,7,70,738,11493
23-Jul,302840000,E,농어(냉동)(디센트라르쿠스종),수출,515,9258,789,12885
23-Jul,302850000,E,돔(신선 또는 냉장)(스파리대과),수출,0,0,183,2580
23-Jul,302891000,E,방어(신선 또는 냉장),수출,161,4677,389283,1039819
23-Jul,302892000,E,갈치(신선 또는 냉장),수출,53,560,20388,364957
23-Jul,302893000,E,붕장어(신선 또는 냉장),수출,2026,23396,13113,154924
23-Jul,302895000,E,꽁치(신선 또는 냉장)(학꽁치를 포함한다),수출,0,0,8472,87338
23-Jul,302896000,E,돔(신선 또는 냉장)(스파리대과를 제외한다),수출,5016,21261,51730,150463
23-Jul,302899020,E,복어(신선 또는 냉장),수출,0,0,15,342
23-Jul,302899040,E,아귀(신선 또는 냉장),수출,135,500,94510,436239
23-Jul,302899090,E,기타(신선 또는 냉장)(삼치/복어/병어/아귀 외 기타),수출,108141,2300239,449770,9114224
23-Jul,302911000,E,간,수출,0,0,55,434
23-Jul,302912000,E,어란(魚卵)ㆍ어백(魚白),수출,15,257,128,1978
23-Jul,302990000,E,기타,수출,20,20,80,303
23-Jul,303110000,E,소크아이 연어(홍연어/옹코링쿠스 넬카),수출,0,0,35411,197818
23-Jul,303120000,E,그 밖의 태평양 연어(옹코링쿠스 고르부스카/옹코링쿠스 케타/옹코링쿠스 차비차/옹코링쿠스 키수츠/옹코링쿠스 마소/옹코링쿠스 로두루스),수출,2800,17200,9461880,16769079
23-Jul,303130000,E,대서양연어(냉동)(살모 살라)와 다뉴브연어(후코 후코),수출,0,0,16033,169979
23-Jul,303190000,E,연어(기타),수출,0,0,24771,118119
23-Jul,303240000,E,메기(냉동)(판가시우스종/실루러스종/클라리아스종/익타루러스종),수출,16955,74850,40955,180950
23-Jul,303260000,E,뱀장어(냉동)(앵귈라종),수출,120,2642,126,7770
23-Jul,303290000,E,연어(송어/ 대서양연어 등 이외 기타/냉동/피레트/ 어육제외),수출,19,393,621,12355
23-Jul,303310000,E,넙치[레인하드티우스 히포글러소이데스/히포글러서스 히포글러서스/히포글러서스 스테노레피스),수출,7657,36627,354602,2457011
23-Jul,303320000,E,가자미(플루로넥테스 플라테사),수출,2525,10022,9957,62457
23-Jul,303330000,E,서대(간장/ 어란제외/냉동/피레트/ 어육제외),수출,511,6535,7015,56096
23-Jul,303391000,E,기타넙치류(냉동),수출,40995,65242,501736,1029351
23-Jul,303399000,E,기타넙치류(냉동),수출,8960,112791,105792,377663
23-Jul,303410000,E,날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동),수출,85527,226321,1049588,3040721
23-Jul,303420000,E,황다랑어(터너스 알바카레스/냉동),수출,4227923,9554109,18483797,45274196
23-Jul,303430000,E,가다랑어 또는 줄무늬버니토우(냉동),수출,10115900,17371298,51799625,84994335
23-Jul,303440000,E,눈다랑어(냉동),수출,105788,696250,3254708,13169098
23-Jul,303451000,E,대서양 참다랑어(냉동)(터너스 티너스),수출,17855,345539,186015,3389865
23-Jul,303452000,E,태평양 참다랑어(냉동)(터너스 오리엔탈리스),수출,0,0,113289,764894
23-Jul,303460000,E,남방참다랑어(터너스맥코이/냉동),수출,0,0,149018,2380224
23-Jul,303490000,E,기타(냉동),수출,24242,19592,73122,92446
23-Jul,303510000,E,청어(클루페아 하렌구스/클루페아 팔라시),수출,1606293,1435826,14545573,12726285
23-Jul,303530000,E,정어리(냉동)(사르디나 필차르두스/사르디노프스종),수출,1853874,1008267,17684064,11224840
23-Jul,303540000,E,고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스),수출,4642511,5035560,48294510,39792697
23-Jul,303550000,E,전갱이(냉동)(트라커러스종),수출,1097522,2014042,8677789,13385719
23-Jul,303570000,E,황새치(자이피어스글래디어스),수출,124753,618167,1667704,9277779
23-Jul,303591000,E,삼치[스콤버로모러스(Scomberomorus)종],수출,1483995,4681713,7089326,27105310
23-Jul,303592000,E,꽁치[콜로라비스 사이라(Cololabis saira)],수출,26220,57174,88614,222320
23-Jul,303599000,E,기타,수출,1784,13357,212185,674166
23-Jul,303630000,E,대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스),수출,670934,2046797,8368656,33947546
23-Jul,303640000,E,민대구(메루키우스종/유르피키스종),수출,0,0,260,1151
23-Jul,303660000,E,민대구(냉동)(메루키우스종 등 2종),수출,27901,53350,799943,1248609
23-Jul,303670000,E,명태(냉동)(테라그라 찰코그라마),수출,319585,465261,15555000,20572433
23-Jul,303699000,E,기타(냉동)(새꼬리민태 외 기타),수출,0,0,243456,444064
23-Jul,303810000,E,곱상어와 기타 상어(냉동),수출,0,0,40191,149561
23-Jul,303821000,E,가오리(냉동),수출,21446,73611,21685,73867
23-Jul,303822000,E,홍어(냉동),수출,87679,142654,372881,626234
23-Jul,303830000,E,이빨고기(냉동)(디소스티쿠스종),수출,49475,1397735,1642871,48629113
23-Jul,303840000,E,농어(신선 또는 냉장)(디센트라르쿠스종),수출,0,0,15874,146092
23-Jul,303891000,E,은대구(냉동),수출,29380,28470,82603,312464
23-Jul,303892000,E,갈치(냉동),수출,217587,594219,3846093,8840065
23-Jul,303893010,E,옥돔(냉동)(브랜치오스테거스 자포니커스),수출,46,2328,16003,83915
23-Jul,303893020,E,옥두어(냉동)(브랜치오스테거스 알부스),수출,0,0,4,117
23-Jul,303893090,E,돔(냉동)(기타),수출,37425,53633,186019,717217
23-Jul,303894000,E,붕장어(냉동),수출,15409,161049,109554,1099307
23-Jul,303895010,E,조기(냉동),수출,45790,66678,154006,530669
23-Jul,303895020,E,조기(냉동),수출,270,1478,2890,10606
23-Jul,303895090,E,조기(냉동),수출,3837,11966,174211,357877
23-Jul,303896000,E,꽁치(냉동)(학꽁치를 포함한다),수출,122,1501,1493471,4434339
23-Jul,303898000,E,복어(냉동),수출,75,395,175,1216
23-Jul,303899010,E,보리멸(냉동),수출,0,0,5706,3588
23-Jul,303899030,E,달고기(냉동),수출,0,0,15270,99590
23-Jul,303899040,E,임연수어(냉동),수출,163775,349799,435307,1016389
23-Jul,303899050,E,볼낙(냉동)(적어를 포함한다),수출,136237,1164186,480522,2070421
23-Jul,303899060,E,아귀(냉동),수출,15974,76852,113821,536104
23-Jul,303899070,E,먹장어(냉동)(대서양 또는 태평양),수출,218,2356,1879,19756
23-Jul,303899091,E,민어(냉동),수출,26281,89353,234872,746780
23-Jul,303899092,E,까나리(냉동),수출,0,0,96,1039
23-Jul,303899099,E,기타어류(냉동),수출,3527792,6128606,29555233,48399075
23-Jul,303912010,E,명란,수출,612977,4406398,2455265,20038977
23-Jul,303912090,E,기타,수출,37181,144231,135630,564140
23-Jul,303920000,E,상어 지느러미,수출,0,0,395,3300
23-Jul,303990000,E,기타,수출,165806,391916,1644861,4250779
23-Jul,304390000,E,기타(신선 또는 냉장한 피레트),수출,283,10379,3101,110327
23-Jul,304410000,E,태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소//로두루스/ 대서양 연어(살모 살라/다뉴브 연어),수출,0,0,6535,148417
23-Jul,304431000,E,가자미(신선 또는 냉장한 피레트),수출,0,0,917,9357
23-Jul,304439000,E,넙치류 기타(신선 또는 냉장),수출,57,2905,1114,56929
23-Jul,304480000,E,가오리와 홍어(신선냉장) 피레트,수출,0,0,31,450
23-Jul,304491000,E,붕장어(신선 또는 냉장한 피레트),수출,76976,954633,534387,6481752
23-Jul,304499000,E,기타(신선 또는 냉장한 피레트),수출,120,6199,809,41600
23-Jul,304511000,E,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 연육(기타/신선 또는 냉장한 것),수출,4,340,107,1293
23-Jul,304519000,E,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(기타/신선 또는 냉장한 것),수출,87,1508,884,16059
23-Jul,304520000,E,연어과(연육/ 기타),수출,416,7030,416,7030
23-Jul,304530000,E,브레그마세로티대과외,수출,0,0,2,5
23-Jul,304591000,E,붕장어(연육/ 기타)(신선/냉장),수출,0,0,2415,5245
23-Jul,304599090,E,기타(연육 외 기타)(기타/신선 또는 냉장한 것),수출,0,0,20,1281
23-Jul,304690000,E,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(냉동한 피레트),수출,0,0,680,15890
23-Jul,304710000,E,대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스),수출,55,535,830,3375
23-Jul,304720000,E,해덕(냉동한 피레트)(멜라노그라무스 애그레피누스),수출,5,6,5,6
23-Jul,304750000,E,명태(냉동한 피레트)(테라그라 찰코그라마),수출,171246,318691,1674428,3249101
23-Jul,304810000,E,태평양 연어(옹코링쿠스 -넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/다뉴브 연어(후코 후코)),수출,0,0,197,6604
23-Jul,304831000,E,가자미(냉동한 피레트),수출,1291,9853,18748,126696
23-Jul,304839000,E,넙치류 기타(냉동한 피레트),수출,3671,33517,3677,33629
23-Jul,304840000,E,황새치(냉동한 피레트)(자이피어스 글래디어스),수출,172302,1184902,922593,7127913
23-Jul,304860000,E,청어(냉동한 피레트)(클루페아 하렌구스 /클루페아팔라시),수출,10,319,1858,31720
23-Jul,304871000,E,참다랑어(냉동한 피레트),수출,66381,2368785,1075600,37753770
23-Jul,304879000,E,다랑어 기타(냉동한 피레트),수출,1556987,15241834,9307107,100354468
23-Jul,304881000,E,곱상어/ 그 밖의 상어,수출,0,0,14157,14365
23-Jul,304889000,E,곱상어/ 그 밖의 상어/ 가오리와 홍어(라지대과) 냉동 피레트-곱상어/ 그 밖의 상어 제외,수출,10,12,10,12
23-Jul,304891000,E,붕장어의 것(냉동한 피레트),수출,23463,289424,231616,2804733
23-Jul,304895000,E,고등어의것(냉동한 것),수출,10424,58738,12703,80081
23-Jul,304899000,E,기타어류의 기타(냉동한 피레트),수출,75719,813954,865277,9006125
23-Jul,304919000,E,황새치(기타/냉동),수출,1420,2754,2180,4233
23-Jul,304941000,E,명태 냉동연육,수출,33800,106290,865420,2199924
23-Jul,304949000,E,명태 냉동연육 외 기타,수출,62739,88472,1378905,1082902
23-Jul,304970000,E,가오리와 홍어(연육/ 기타)(냉동),수출,16,662,76,2723
23-Jul,304991000,E,기타 냉동연육,수출,192727,495318,492575,1312999
23-Jul,304999000,E,기타 냉동연육 외 기타,수출,7443,64040,167765,632979
23-Jul,305204010,E,어란(명태/염장/염수장),수출,783,17130,24708,330395
23-Jul,305204020,E,어란(조기/염장/염수장),수출,0,0,45,526
23-Jul,305204030,E,어란(청어/염장/염수장),수출,135,2725,402,9458
23-Jul,305204090,E,어란(명태/ 조기/ 청어이외 기타/염장/ 염수장),수출,52,386,1102,14837
23-Jul,305311000,E,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 건조한 것,수출,2,44,2607,69763
23-Jul,305321000,E,브레그마세로티대과외6종무리에놀레피디대과어류 건조한것,수출,0,0,324,3520
23-Jul,305391000,E,기타어류의 피레트(건조한것),수출,0,0,2257,48594
23-Jul,305392000,E,기타어류의 피레트(염장 또는 염수장한 것),수출,1836,5084,2740,10072
23-Jul,305410000,E,태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/ 다뉴브 연어(후코 후코)),수출,500,10594,3801,82830
23-Jul,305440000,E,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 훈제한 것,수출,0,0,36,1216
23-Jul,305491000,E,멸치(훈제/피레트포함),수출,440,8831,5998,78246
23-Jul,305492000,E,명태(훈제/피레트포함),수출,149,932,3546,38532
23-Jul,305499000,E,어류(연어/ 청어/ 멸치/ 명태이외 기타/훈제/피레트 포함),수출,840,43544,18962,221786
23-Jul,305510000,E,대구(건조/염장불문/훈제제외),수출,127,3684,853,17890
23-Jul,305520000,E,틸라피아[오레오크로미스(Oreochromis)종]/ 메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종]/ 잉어[사이,수출,0,0,499,34151
23-Jul,305531000,E,기타 어류(건조),수출,11494,161693,243512,1931937
23-Jul,305539000,E,기타 어류(건조),수출,67,306,93,465
23-Jul,305541000,E,멸치[엔그라울리스(Engraulis)종],수출,52768,720010,612103,8334608
23-Jul,305549000,E,기타,수출,16,137,13778,111257
23-Jul,305594000,E,조기(건조/염장불문/훈제제외),수출,5790,73563,31406,569244
23-Jul,305597000,E,까나리(건조/염장불문/훈제제외),수출,0,0,321,765
23-Jul,305599000,E,어류(대구/상어지느러미/멸치/명태/조기등외기타건조/훈제제외),수출,5188,82352,72769,1234191
23-Jul,305620000,E,대구(염장/염수장),수출,0,0,140,1420
23-Jul,305631000,E,멸치젓(염장/염수장),수출,1,8,26852,58210
23-Jul,305691000,E,연어(염장/ 염수장),수출,0,0,1845,10285
23-Jul,305693000,E,갈치(염장/염수장),수출,3588,34688,11317,95646
23-Jul,305695000,E,고등어(염장/염수장),수출,6848,47953,81053,677815
23-Jul,305696000,E,조기(염장/염수장),수출,0,0,126,6554
23-Jul,305698000,E,꽁치(학꽁치 포함/염장/ 염수장),수출,0,0,360,3268
23-Jul,305699000,E,어류(청어/대구/연어/송어/갈치/정어리/고등어 등 이외),수출,561,6885,8126,94254
23-Jul,305712000,E,상어 지느러미(건조한 것),수출,40,1386,10825,290824
23-Jul,305720000,E,대구(가두스모르화)/ 대구 이외,수출,0,0,120,1908
23-Jul,305790000,E,기타 어류의 머리 꼬리,수출,2961,40173,29335,297971
23-Jul,306129000,E,바닷가재(호마루스종)(냉동한 것) 훈제한 것(기타),수출,0,0,113497,837314
23-Jul,306141090,E,게살(냉동한 것) 훈제한 것(기타),수출,13650,194567,75187,808757
23-Jul,306142000,E,왕게(냉동),수출,55578,862996,598761,8979080
23-Jul,306143010,E,꽃게(냉동한 것) 훈제한 것,수출,1517,11196,2017,11858
23-Jul,306143090,E,꽃게(냉동한 것) 기타,수출,23302,51777,616634,2049434
23-Jul,306149010,E,갑각류 기타(냉동한 것)(훈제한 것),수출,0,0,3000,2080
23-Jul,306149090,E,갑각류 기타(냉동한 것)(훈제한것 외 기타),수출,1101885,9370155,4566514,34597149
23-Jul,306169090,E,냉수성 새우류(판달러스종/크란곤 크란곤)기타(냉동한 것)(훈제한 것),수출,0,0,452688,8352260
23-Jul,306171090,E,기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타),수출,90,2638,74286,525826
23-Jul,306179091,E,흰다리새우{리토페나에수스바나메이),수출,0,0,7030,38728
23-Jul,306179099,E,기타,수출,14326,129217,253996,241202
23-Jul,306199000,E,기타[분ㆍ조분 및 펠리트를 포함(식용에 적합)](냉동한 것)(훈제한 것 외 기타),수출,1162,34520,4613,141535
23-Jul,306331000,E,꽃게,수출,452,5402,268927,1991334
23-Jul,306332000,E,대게,수출,28378,735169,227012,6223241
23-Jul,306339000,E,게(기타),수출,30939,1564025,882114,39453833
23-Jul,306360000,E,그 밖의 새우류,수출,34,6105,3893,57753
23-Jul,306930000,E,게(건조/ 염상/염수장/ 훈제/ 기타)-게살포함,수출,0,0,784,11168
23-Jul,306951020,E,건조한 것,수출,0,0,708,17046
23-Jul,306959020,E,건조한 것,수출,798,17896,2631,60275
23-Jul,306959030,E,염장이나 염수장한 것,수출,47797,170347,207486,935519
23-Jul,306959040,E,훈제한 것,수출,168,1590,168,1590
23-Jul,306992000,E,건조한 것,수출,0,0,100,3252
23-Jul,306993000,E,염장이나 염수장한 것,수출,240,2020,303,2503
23-Jul,307111090,E,굴치패 종패용 외 기타(산 것  신선 또는 냉장한 것),수출,310,4088,1417,23229
23-Jul,307119000,E,굴치패 기타(산 것 신선 또는 냉장한 것),수출,20346,85144,173915,858913
23-Jul,307120000,E,냉동한 것,수출,391651,3083565,5809312,43093360
23-Jul,307192000,E,기타 굴(건조한 것),수출,349,6499,428,10243
23-Jul,307193000,E,기타 굴(염장 또는 염수장,수출,0,0,46208,458934
23-Jul,307211000,E,가리비과의조개(산것/ 신선/ 냉장) - 펙텐/ 클라미스/ 프라코펙텐 속의 것,수출,9360,102790,46357,701917
23-Jul,307219000,E,가리비과의조개 기타(산것/ 신선/ 냉장) - 펙텐/ 클라미스/ 프라코펙텐 속의 것 제외,수출,1750,21777,4556,50500
23-Jul,307229000,E,가리비과의조개(냉동),수출,0,0,988,10795
23-Jul,307299000,E,기타 가리비과의조개(기타),수출,0,0,168,3202
23-Jul,307310000,E,홍합(산것/신선/냉장),수출,0,0,260,1542
23-Jul,307320000,E,냉동한 것,수출,4022,14176,16454,57222
23-Jul,307392000,E,홍합(건조),수출,0,0,557,4348
23-Jul,307399000,E,홍합(산 것/ 신선/ 냉장/ 냉동/ 건조 이외 기타),수출,0,0,1140,4027
23-Jul,307421090,E,기타,수출,0,0,78324,421721
23-Jul,307422010,E,옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종,수출,0,0,4325,16435
23-Jul,307422090,E,기타,수출,125,3013,205,4404
23-Jul,307431010,E,세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종,수출,0,0,170,1849
23-Jul,307431090,E,기타,수출,0,0,299590,620255
23-Jul,307432010,E,옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종,수출,17437,76671,383936,1379778
23-Jul,307432090,E,기타,수출,972099,3534662,9611495,32617842
23-Jul,307492010,E,갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로,수출,0,0,1547,12730
23-Jul,307492090,E,기타,수출,4365,39470,5633,50295
23-Jul,307493010,E,갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로,수출,237,13776,9185,172636
23-Jul,307493090,E,기타,수출,5800,102353,36184,722749
23-Jul,307494010,E,갑오징어(훈제한 것),수출,0,0,100,1639
23-Jul,307494090,E,기타,수출,25,261,27,309
23-Jul,307511000,E,낙지(산것/신선/ 냉장),수출,3894,60254,22854,391133
23-Jul,307512000,E,주꾸미(산것/신선/ 냉장),수출,144,1389,544,5204
23-Jul,307519000,E,기타문어(산것/신선/ 냉장),수출,478,22424,3729,155284
23-Jul,307521000,E,문어,수출,3954,46097,79359,374352
23-Jul,307522000,E,낙지,수출,356,3231,9518,68259
23-Jul,307523000,E,쭈꾸미,수출,7468,54302,27023,183199
23-Jul,307529000,E,기타,수출,0,0,872,5658
23-Jul,307592000,E,문어(건조),수출,0,0,466,11244
23-Jul,307599000,E,문어(산것/ 신선/ 냉장/ 냉동/ 건조 이외 기타),수출,1016,13689,3749,44673
23-Jul,307600000,E,달팽이,수출,21960,24326,23760,26813
23-Jul,307711000,E,백합,수출,0,0,2080,7160
23-Jul,307712090,E,피조개 기타(산 것  신선 또는 냉장한 것),수출,49383,463652,8429665,14435372
23-Jul,307713000,E,새조개(산 것/신선 또는 냉장한 것),수출,0,0,985,12949
23-Jul,307714000,E,바지락(산 것 신선 또는 냉장한 것),수출,316010,748341,549279,1338466
23-Jul,307719000,E,클램/ 새조개 및 피조개 기타 살아있는겄/ 신선한 것/ 냉장한 것,수출,17553,92178,254827,954819
23-Jul,307721000,E,새조개,수출,0,0,775,23989
23-Jul,307723000,E,바지락,수출,58800,371542,288467,1845745
23-Jul,307724000,E,피조개,수출,321,10566,1479,48841
23-Jul,307729000,E,기타,수출,5,625,32787,268888
23-Jul,307792020,E,바지락(건조),수출,108,332,108,332
23-Jul,307792090,E,클램/ 새조개 및 피조개 기타(건조),수출,0,0,385,2198
23-Jul,307793090,E,클램/ 새조개 및 피조개 기타(염장 또는 염수장한 것),수출,1100,7114,2300,17426
23-Jul,307794090,E,새조개(훈제한 것)(기타),수출,0,0,796,8469
23-Jul,307810000,E,전복(산 것 신선 또는 냉장한 것),수출,223689,4003651,1466893,30255981
23-Jul,307820000,E,살아있거나/ 신선하거나 냉장한 수정고둥류[스트롬버스(Strombus)종],수출,140,1353,228,4035
23-Jul,307830000,E,냉동한 전복[할리오티스(Haliotis)종],수출,3151,95233,52094,1325237
23-Jul,307840000,E,냉동한 수정고둥류[스트롬버스(Strombus)종],수출,0,0,42,1220
23-Jul,307871000,E,건조한 것,수출,0,0,30,11680
23-Jul,307873000,E,훈제한 것,수출,0,0,4,478
23-Jul,307911000,E,소라(산 것 신선 또는 냉장한 것),수출,15010,36367,466218,1634436
23-Jul,307913000,E,개아지살(산 것 신선 또는 냉장한 것),수출,0,0,4990,157378
23-Jul,307919000,E,기타[분 조분 펠리트 포함(식용 적합)]의 기타(산/신선/냉장),수출,446173,1247802,2329383,6174889
23-Jul,307921000,E,개아지살,수출,0,0,559,14911
23-Jul,307922000,E,소라,수출,39195,247719,195524,1026567
23-Jul,307929000,E,기타,수출,155365,1434227,791613,6139561
23-Jul,307992900,E,기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(건조),수출,0,0,24,1311
23-Jul,307993000,E,소라/ 기타연체동물(염장/ 염수장),수출,55971,49583,138319,152283
23-Jul,307994110,E,골뱅이 (훈제한 것)(밀폐용기에 넣은 것),수출,144,2127,1323,18906
23-Jul,307994900,E,기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(훈제한 것),수출,574,12248,2063,60815
23-Jul,308110000,E,해삼(산 것 신선 또는 냉장한 것),수출,1094,26532,11212,271184
23-Jul,308120000,E,냉동한 것,수출,0,0,119288,545080
23-Jul,308192000,E,해삼(건조한 것),수출,0,0,245,58300
23-Jul,308193000,E,해삼(염장 또는 염수장한 것),수출,4400,386975,17284,1460498
23-Jul,308210000,E,성게(산 것 신선 또는 냉장한 것),수출,38,2592,404,33570
23-Jul,308220000,E,냉동한 것,수출,10,1,2256,179539
23-Jul,308293000,E,성게(염장 또는 염수장한 것),수출,764,62540,7792,686419
23-Jul,308302000,E,해파리(냉동한 것),수출,0,0,1010,7397
23-Jul,308304000,E,해파리(염장 또는 염수장한 것),수출,582389,839772,1526913,2126335
23-Jul,308901019,E,우렁쉥이(기타)(산 것 신선 또는 냉장한 것),수출,2397,31528,17012,228894
23-Jul,308901090,E,수생무척추동물의 기타(산 것),수출,183,3523,1750,38559
23-Jul,308902010,E,우렁쉥이(냉동한 것),수출,3200,48991,20730,310690
23-Jul,308902090,E,수생무척추동물의 기타(냉동 한것),수출,6232,71508,8146,101503
23-Jul,308903000,E,우렁쉥이/ 기타수생무척추동물(건조)-해삼/성게/해파리 제외,수출,0,0,30,998
23-Jul,308904000,E,수생무척추동물의 기타(염장 또는 염수장한 것),수출,9378,18456,20148,65529
23-Jul,309100000,E,식용어류분,수출,0,0,292,6253
23-Jul,309901000,E,식용어류분,수출,0,0,10,250
23-Jul,309909000,E,식용어류분,수출,0,0,720,13876
23-Jul,508001000,E,산호(coral),수출,0,0,10,290
23-Jul,508002020,E,청패각(전복),수출,36000,15400,42780,53161
23-Jul,508002040,E,야광패각(소라),수출,0,0,6000,10200
23-Jul,508002090,E,기타패각,수출,0,0,60454,121183
23-Jul,508009000,E,연체동물/갑각류/극피동물,수출,135555,179842,941731,1445123
23-Jul,511911010,E,부화용알(브라인슈림프알),수출,0,0,368,18914
23-Jul,511912000,E,어류의웨이스트,수출,0,0,18000,84600
23-Jul,511919000,E,어류/갑각류/연체동물/수행동,수출,1894353,1305619,10158719,7839992
